Sample	Mdl704	RA_20grp	RA_11grp	RA_6grp	PA_20grp	PA_11grp	PA_6grp	DAYNUM	X_coord	Y_coord	WA_hect	WA_ha_lg	M_Slope	M_Slp_sqt	Mareco	Wcrdeco	Bsnrgeco	Eco1	Eco3	Eco4	Eco9	Eco10	Eco11	Eco12	Eco78	Pcp_ann	Tmx_ann	Wetdays	Loolith	Maflith	Litho1	Litho2	Litho4	Litho5	Litho6	Litho7	Litho8	Elev_m	El_m_sqt	Strm_pwr	Strpw_lg
00036GRD	NT							269	-118.40174	45.26248	14768.93901	4.169349297	1.3	1.140175425	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	157.9857808	2.198618001
00037GRD	NT							269	-118.40506	45.26295	14710.00902	4.167612939	0.9	0.948683298	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1022	31.96873473	109.1563434	2.038048979
00039CSR	NT							201	-123.23965	42.1018	938.8937208	2.972616435	8.1	2.846049894	0	1	0	0	0	0	0	0	0	0	1	1267	137	119	0	0	0	0	1	0	0	0	0	941	30.6757233	248.1951189	2.394793236
00046CSR	NT							193	-123.6231	45.22879	44.1637084	1.645065534	5.5	2.34520788	1	0	0	1	0	0	0	0	0	0	0	2732	158	192	0	0	0	0	1	0	0	0	0	358	18.92088793	36.5506796	1.562895456
00063CSR	NT							207	-124.30614	42.80419	16877.10934	4.227298064	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2726	165	164	0	0	0	0	1	0	0	0	0	51	7.141428429	64.95596458	1.812619036
00064CSR	NT							214	-122.67985	45.16758	2141.838303	3.330786681	0.4	0.632455532	1	0	0	0	1	0	0	0	0	0	0	1082	176	141	1	0	0	0	0	1	0	0	0	51	7.141428429	18.51199958	1.267453332
00067CSR	NT							213	-123.6107	43.4563	4314.927505	3.634973504	0.8	0.894427191	1	0	0	1	0	0	0	0	0	0	0	1186	179	131	0	0	0	0	1	0	0	0	0	116	10.77032961	52.55048623	1.720576739
00069CSR	NT							213	-122.10308	44.7821	36.466598	1.56189525	25.4	5.039841267	0	1	0	0	0	1	0	0	0	0	0	2334	138	173	0	1	0	0	0	0	0	1	0	1065	32.63433774	153.3844528	2.185781341
00087CSR	NT							249	-123.39458	44.26556	830.3112188	2.919240906	7	2.645751311	1	0	0	0	1	0	0	0	0	0	0	1511	176	148	0	0	0	0	1	0	0	0	0	161	12.68857754	201.7058495	2.304718493
00089CSR	NT							255	-123.75468	45.54567	2483.709928	3.395100873	0.8	0.894427191	1	0	0	1	0	0	0	0	0	0	0	2898	156	199	0	1	0	0	0	0	0	1	0	78	8.831760866	39.86946644	1.600640424
00090CSR	NT							256	-123.51698	45.58563	830.8728036	2.919534544	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2876	144	201	0	0	0	0	1	0	0	0	0	208	14.4222051	83.59210655	1.92216527
00091CSR	NT							257	-123.48771	45.47423	1659.466495	3.219968488	2.2	1.483239697	1	0	0	1	0	0	0	0	0	0	0	2541	139	186	0	1	0	0	0	0	0	1	0	269	16.40121947	89.62040972	1.952406925
00093CSR	NT							256	-122.8907	43.74032	775.4931786	2.889577982	3.6	1.897366596	0	1	0	0	0	1	0	0	0	0	0	1272	167	152	0	0	0	0	1	0	0	0	0	270	16.43167673	100.2516414	2.001091492
00094CSR	NT							255	-123.6107	43.4563	4314.927505	3.634973504	0.8	0.894427191	1	0	0	1	0	0	0	0	0	0	0	1186	179	131	0	0	0	0	1	0	0	0	0	116	10.77032961	52.55048623	1.720576739
01002CSR	NT							227	-123.52239	45.24599	598.9872378	2.777417569	6.2	2.48997992	1	0	0	1	0	0	0	0	0	0	0	2571	149	186	0	1	0	0	0	0	0	1	0	483	21.97726098	151.7401378	2.181100474
01004CSR	NT							228	-123.6231	45.22879	44.1637084	1.645065534	5.5	2.34520788	1	0	0	1	0	0	0	0	0	0	0	2732	158	192	0	0	0	0	1	0	0	0	0	358	18.92088793	36.5506796	1.562895456
01005CSR	NT							192	-123.64658	45.1914	406.1095626	2.608643216	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2967	156	196	0	0	0	0	1	0	0	0	0	309	17.57839583	58.44126471	1.766719606
01006CSR	NT							183	-123.83158	45.35165	1485.878934	3.171983426	0.2	0.447213595	1	0	0	1	0	0	0	0	0	0	0	2279	155	180	0	0	0	0	1	0	0	0	0	44	6.633249581	7.709420041	0.887021708
01011GRD	NT							197	-118.40506	45.26295	14710.00902	4.167612939	0.9	0.948683298	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1022	31.96873473	109.1563434	2.038048979
01012GRD	NT							197	-118.40174	45.26248	14768.93901	4.169349297	1.3	1.140175425	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	157.9857808	2.198618001
01013GRD	NT							197	-118.40193	45.26179	26802.69746	4.428178504	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	130.9722351	2.117179239
01014CSR	NT							247	-123.51698	45.58563	830.8728036	2.919534544	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2876	144	201	0	0	0	0	1	0	0	0	0	208	14.4222051	83.59210655	1.92216527
01014GRD	NT							198	-118.42751	45.26978	12188.19872	4.085939527	0.6	0.774596669	0	1	0	0	0	0	0	0	1	0	0	614	142	110	0	1	0	0	0	0	0	1	0	1044	32.31098884	66.24010522	1.821121014
01015GRD	NT							198	-118.41799	45.26718	13963.94685	4.145008187	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	612	142	110	1	0	0	1	0	0	0	0	0	1033	32.14031736	94.53531608	1.975594081
01017GRD	NT							198	-118.38265	45.27368	4876.224634	3.688083704	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	618	141	110	0	1	0	0	0	0	0	1	0	1022	31.96873473	125.693945	2.099314357
01024CSR	NT							239	-124.10581	44.17071	3812.509791	3.581210968	1.1	1.048808848	1	0	0	1	0	0	0	0	0	0	0	1944	160	158	0	1	0	0	0	0	0	1	0	4	2	67.9200769	1.831998169
01025SEO	NT							283	-118.37079	42.18675	9263.026902	3.966752925	1.8	1.341640786	0	0	1	0	0	0	0	0	0	1	0	316	158	59	1	0	0	1	0	0	0	0	0	1430	37.8153408	173.2403162	2.238648968
01026CSR	NT							226	-123.92975	44.58077	156.8140588	2.195384996	1.9	1.378404875	1	0	0	1	0	0	0	0	0	0	0	1864	152	163	0	0	0	0	1	0	0	0	0	20	4.472135955	23.79282985	1.376446099
01027JDE	NT							254	-118.64266	44.33318	114.2642998	2.057910563	15.8	3.974921383	0	1	0	0	0	0	0	0	1	0	0	796	128	112	0	1	0	0	0	0	0	1	0	1732	41.61730409	168.8932793	2.227612368
01027SEO	NT							284	-118.86738	42.80114	53405.51525	4.727586109	0.2	0.447213595	0	0	1	0	0	0	0	0	0	1	0	312	159	66	0	1	0	0	0	0	0	1	0	1294	35.9722115	46.21926665	1.66482305
01030CSR	NT							235	-124.30614	42.80419	16877.10934	4.227298064	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2726	165	164	0	0	0	0	1	0	0	0	0	51	7.141428429	64.95596458	1.812619036
01032GRD	NT							260	-118.40506	45.26295	14710.00902	4.167612939	0.9	0.948683298	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1022	31.96873473	109.1563434	2.038048979
01033GRD	NT							260	-118.40193	45.26179	26802.69746	4.428178504	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	130.9722351	2.117179239
01035GRD	NT							261	-118.41799	45.26718	13963.94685	4.145008187	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	612	142	110	1	0	0	1	0	0	0	0	0	1033	32.14031736	94.53531608	1.975594081
01040GRD	NT							262	-118.38265	45.27368	4876.224634	3.688083704	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	618	141	110	0	1	0	0	0	0	0	1	0	1022	31.96873473	125.693945	2.099314357
01082CSR	NT							186	-122.50803	44.9739	66.9523988	1.825766142	10.9	3.301514804	0	1	0	0	0	1	0	0	0	0	0	1985	145	169	0	0	1	0	0	0	0	0	0	651	25.51470164	89.18864559	1.950309569
01098CSR	NT							211	-122.10308	44.7821	36.466598	1.56189525	25.4	5.039841267	0	1	0	0	0	1	0	0	0	0	0	2334	138	173	0	1	0	0	0	0	0	1	0	1065	32.63433774	153.3844528	2.185781341
01107CSR	NT							232	-122.8907	43.74032	775.4931786	2.889577982	3.6	1.897366596	0	1	0	0	0	1	0	0	0	0	0	1272	167	152	0	0	0	0	1	0	0	0	0	270	16.43167673	100.2516414	2.001091492
01124CSR	NT							248	-123.91853	45.33984	222.4539352	2.347240093	4.4	2.097617696	1	0	0	1	0	0	0	0	0	0	0	2266	157	179	0	0	0	0	1	0	0	0	0	105	10.24695077	65.62551474	1.817072723
01125CSR	NT							247	-123.83158	45.35165	1485.878934	3.171983426	0.2	0.447213595	1	0	0	1	0	0	0	0	0	0	0	2279	155	180	0	0	0	0	1	0	0	0	0	44	6.633249581	7.709420041	0.887021708
01128CSR	NT							253	-122.4908	45.06395	30376.69353	4.4825405	1.2	1.095445115	0	1	0	0	0	1	0	0	0	0	0	1561	160	155	1	0	0	0	0	0	1	0	0	191	13.82027496	209.1469309	2.320451496
01129CSR	NT							256	-122.10308	44.7821	36.466598	1.56189525	25.4	5.039841267	0	1	0	0	0	1	0	0	0	0	0	2334	138	173	0	1	0	0	0	0	0	1	0	1065	32.63433774	153.3844528	2.185781341
01130CSR	NT							253	-122.73079	44.49908	6218.367396	3.793676378	0.5	0.707106781	1	0	0	0	1	0	0	0	0	0	0	1259	168	150	0	0	1	0	0	0	0	0	0	148	12.16552506	39.42831278	1.595808193
02002CSR	NT							177	-123.98918	44.50017	866.9772846	2.938007719	2.2	1.483239697	1	0	0	1	0	0	0	0	0	0	0	2036	156	166	0	0	0	0	1	0	0	0	0	35	5.916079783	64.7778516	1.81142654
02004CSR	NT							182	-122.10308	44.7821	36.466598	1.56189525	25.4	5.039841267	0	1	0	0	0	1	0	0	0	0	0	2334	138	173	0	1	0	0	0	0	0	1	0	1065	32.63433774	153.3844528	2.185781341
02012PC	NT							190	-120.42793	44.90983	16423.94156	4.215477391	1.7	1.303840481	0	1	0	0	0	0	0	0	1	0	0	249	166	72	0	0	0	0	1	0	0	0	0	426	20.63976744	217.8650754	2.338187617
02015PC	NT							192	-120.40553	44.91207	15111.92814	4.17931988	1.9	1.378404875	0	1	0	0	0	0	0	0	1	0	0	245	166	71	0	0	0	0	1	0	0	0	0	468	21.63330765	233.568107	2.368413541
02016PC	NT							191	-120.37407	44.91045	10720.12988	4.030200047	3	1.732050808	0	1	0	0	0	0	0	0	1	0	0	292	170	74	0	0	0	0	1	0	0	0	0	523	22.86919325	310.6141801	2.492221278
02043PC	NT							212	-120.27586	44.90565	3862.950868	3.586919184	2.9	1.702938637	0	1	0	0	0	0	0	0	1	0	0	399	157	82	0	0	0	0	1	0	0	0	0	754	27.45906044	180.2426609	2.25585759
02061CSR	NT							220	-123.51698	45.58563	830.8728036	2.919534544	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2876	144	201	0	0	0	0	1	0	0	0	0	208	14.4222051	83.59210655	1.92216527
02071CSR	NT							225	-123.83158	45.35165	1485.878934	3.171983426	0.2	0.447213595	1	0	0	1	0	0	0	0	0	0	0	2279	155	180	0	0	0	0	1	0	0	0	0	44	6.633249581	7.709420041	0.887021708
02085CSR	NT							233	-124.10581	44.17071	3812.509791	3.581210968	1.1	1.048808848	1	0	0	1	0	0	0	0	0	0	0	1944	160	158	0	1	0	0	0	0	0	1	0	4	2	67.9200769	1.831998169
02088CSR	NT							234	-122.7348	44.25927	7403.245374	3.869422144	1.4	1.183215957	0	1	0	0	0	1	0	0	0	0	0	1472	163	160	0	0	1	0	0	0	0	0	0	271	16.46207763	120.4589595	2.080839108
02105CSR	NT							247	-123.52239	45.24599	598.9872378	2.777417569	6.2	2.48997992	1	0	0	1	0	0	0	0	0	0	0	2571	149	186	0	1	0	0	0	0	0	1	0	483	21.97726098	151.7401378	2.181100474
02109CSR	NT							252	-123.28575	45.73653	3502.321582	3.54435602	0.9	0.948683298	1	0	0	1	0	0	0	0	0	0	0	1635	152	165	0	0	0	0	1	0	0	0	0	262	16.18641406	53.26237398	1.72642052
02125CSR	NT							262	-123.63257	44.82279	1641.757153	3.215308917	0.6	0.774596669	1	0	0	1	0	0	0	0	0	0	0	3056	147	177	1	0	0	1	0	0	0	0	0	340	18.43908891	24.31116154	1.385805709
02132CSR	NT							268	-123.23965	42.1018	938.8937208	2.972616435	8.1	2.846049894	0	1	0	0	0	0	0	0	0	0	1	1267	137	119	0	0	0	0	1	0	0	0	0	941	30.6757233	248.1951189	2.394793236
02133CSR	NT							268	-123.39502	42.78007	1532.12876	3.185295265	2.4	1.549193338	0	1	0	0	0	0	0	0	0	0	1	1058	156	123	0	0	1	0	0	0	0	0	0	487	22.06807649	93.94179932	1.972858874
99001CSR	NT							182	-123.51698	45.58563	830.8728036	2.919534544	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2876	144	201	0	0	0	0	1	0	0	0	0	208	14.4222051	83.59210655	1.92216527
99004REM	NT							196	-122.60988	43.90181	2572.93232	3.410428362	1.9	1.378404875	0	1	0	0	0	1	0	0	0	0	0	1516	166	160	0	0	1	0	0	0	0	0	0	369	19.20937271	96.37575253	1.983967782
99013CSR	NT							202	-123.23965	42.1018	938.8937208	2.972616435	8.1	2.846049894	0	1	0	0	0	0	0	0	0	0	1	1267	137	119	0	0	0	0	1	0	0	0	0	941	30.6757233	248.1951189	2.394793236
99020CSR	NT							215	-123.83158	45.35165	1485.878934	3.171983426	0.2	0.447213595	1	0	0	1	0	0	0	0	0	0	0	2279	155	180	0	0	0	0	1	0	0	0	0	44	6.633249581	7.709420041	0.887021708
99021GRD	NT							200	-118.38265	45.27368	4876.224634	3.688083704	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	618	141	110	0	1	0	0	0	0	0	1	0	1022	31.96873473	125.693945	2.099314357
99022CSR	NT							214	-122.8907	43.74032	775.4931786	2.889577982	3.6	1.897366596	0	1	0	0	0	1	0	0	0	0	0	1272	167	152	0	0	0	0	1	0	0	0	0	270	16.43167673	100.2516414	2.001091492
99023GRD	NT							203	-118.40193	45.26179	26802.69746	4.428178504	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	130.9722351	2.117179239
99024REM	NT							238	-122.53284	44.32166	4739.488041	3.675731432	2.1	1.449137675	0	1	0	0	0	1	0	0	0	0	0	1943	152	174	0	1	0	0	0	0	0	1	0	426	20.63976744	144.5722735	2.160085011
99026GRD	NT							202	-118.42751	45.26978	12188.19872	4.085939527	0.6	0.774596669	0	1	0	0	0	0	0	0	1	0	0	614	142	110	0	1	0	0	0	0	0	1	0	1044	32.31098884	66.24010522	1.821121014
99027GRD	NT							200	-118.40174	45.26248	14768.93901	4.169349297	1.3	1.140175425	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	157.9857808	2.198618001
99028CSR	NT							216	-123.52239	45.24599	598.9872378	2.777417569	6.2	2.48997992	1	0	0	1	0	0	0	0	0	0	0	2571	149	186	0	1	0	0	0	0	0	1	0	483	21.97726098	151.7401378	2.181100474
99028REM	NT							252	-121.78234	45.46436	3250.158274	3.51190451	1	1	0	1	0	0	0	1	0	0	0	0	0	2651	116	188	1	0	0	1	0	0	0	0	0	690	26.26785107	57.01015939	1.755952255
99031CSR	NT							223	-123.48321	42.52352	27630.40549	4.441387258	1.13	1.063014581	0	1	0	0	0	0	0	0	0	0	1	887	172	109	1	0	0	1	0	0	0	0	0	242	15.55634919	187.8330769	2.273772073
99031GRD	NT							203	-118.41799	45.26718	13963.94685	4.145008187	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	612	142	110	1	0	0	1	0	0	0	0	0	1033	32.14031736	94.53531608	1.975594081
99036REM	NT							259	-122.63692	43.74323	307.906669	2.488419095	18.4	4.289522118	0	1	0	0	0	1	0	0	0	0	0	1653	151	165	1	0	0	0	0	0	1	0	0	789	28.08914381	322.8697599	2.509027371
99041CSR	NT							237	-123.82396	45.28521	7457.216586	3.872576757	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2256	158	177	0	1	0	0	0	0	0	1	0	38	6.164414003	43.17758848	1.635258383
99044GRD	NT							272	-118.41799	45.26718	13963.94685	4.145008187	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	612	142	110	1	0	0	1	0	0	0	0	0	1033	32.14031736	94.53531608	1.975594081
99045GRD	NT							270	-118.42751	45.26978	12188.19872	4.085939527	0.6	0.774596669	0	1	0	0	0	0	0	0	1	0	0	614	142	110	0	1	0	0	0	0	0	1	0	1044	32.31098884	66.24010522	1.821121014
99046GRD	NT							270	-118.38265	45.27368	4876.224634	3.688083704	1.8	1.341640786	0	1	0	0	0	0	0	0	1	0	0	618	141	110	0	1	0	0	0	0	0	1	0	1022	31.96873473	125.693945	2.099314357
99047GRD	NT							270	-118.40174	45.26248	14768.93901	4.169349297	1.3	1.140175425	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	157.9857808	2.198618001
99048GRD	NT							272	-118.40193	45.26179	26802.69746	4.428178504	0.8	0.894427191	0	1	0	0	0	0	0	0	1	0	0	614	142	110	1	0	0	1	0	0	0	0	0	1020	31.93743885	130.9722351	2.117179239
99049CSR	NT							242	-123.92975	44.58077	156.8140588	2.195384996	1.9	1.378404875	1	0	0	1	0	0	0	0	0	0	0	1864	152	163	0	0	0	0	1	0	0	0	0	20	4.472135955	23.79282985	1.376446099
99051CSR	NT							242	-123.88329	45.91184	12334.12742	4.091108431	0.6	0.774596669	1	0	0	1	0	0	0	0	0	0	0	2164	153	186	0	0	0	0	1	0	0	0	0	29	5.385164807	66.63547007	1.823705466
99055CSR	NT							257	-124.30614	42.80419	16877.10934	4.227298064	0.5	0.707106781	1	0	0	1	0	0	0	0	0	0	0	2726	165	164	0	0	0	0	1	0	0	0	0	51	7.141428429	64.95596458	1.812619036
99059CSR	NT							259	-124.18823	42.97443	200.94459	2.303076318	4.5	2.121320344	1	0	0	1	0	0	0	0	0	0	0	1348	180	127	0	0	0	0	1	0	0	0	0	87	9.327379053	63.78971663	1.804750673
99062CSR	NT							265	-123.98918	44.50017	866.9772846	2.938007719	2.2	1.483239697	1	0	0	1	0	0	0	0	0	0	0	2036	156	166	0	0	0	0	1	0	0	0	0	35	5.916079783	64.7778516	1.81142654
99064CSR	NT							273	-123.49047	45.55321	1784.722563	3.251570714	3	1.732050808	1	0	0	1	0	0	0	0	0	0	0	2859	139	200	0	1	0	0	0	0	0	1	0	321	17.91647287	126.7379307	2.102906612
99066CSR	NT							272	-123.51698	45.58563	830.8728036	2.919534544	2.9	1.702938637	1	0	0	1	0	0	0	0	0	0	0	2876	144	201	0	0	0	0	1	0	0	0	0	208	14.4222051	83.59210655	1.92216527
H114230	NT							194	-118.269	44.992	1009.859985	3.004261164	0.66	0.81240384	0	1	0	0	0	0	0	0	1	0	0	920	110	128	1	0	0	1	0	0	0	0	0	1892	43.49712634	20.9736742	1.321674518
H109842	VD							184	-123.63595	44.16019	74.53289795	1.872348008	1.93370341	1.390576647	1	0	0	1	0	0	0	0	0	0	0	2115	171	165	0	0	0	0	1	0	0	0	0	256	16	16.69413291	1.222563867
H109844	VD							186	-123.94102	43.70169	1954.459961	3.291026778	0.370915729	0.609028512	1	0	0	1	0	0	0	0	0	0	0	1998	170	163	0	0	0	0	1	0	0	0	0	42	6.480740698	16.39791532	1.214788639
H109845	VD							187	-123.93533	43.88555	822.1929932	2.914973771	1.277987421	1.130481057	1	0	0	1	0	0	0	0	0	0	0	2105	167	165	0	0	0	0	1	0	0	0	0	92	9.591663047	36.64489358	1.564013465
H109846	VD							189	-123.69018	45.23553	512.052002	2.709314068	4.482352941	2.117156806	1	0	0	1	0	0	0	0	0	0	0	3365	152	201	0	0	0	0	1	0	0	0	0	312	17.66352173	101.4292196	2.006163084
H109847	VD							190	-123.23761	45.56571	1852.939941	3.267861343	1.517361543	1.2318123	1	0	0	0	1	0	0	0	0	0	0	1555	156	162	0	1	0	0	0	0	0	1	0	123	11.09053651	65.31602465	1.815019744
H109852	VD							208	-122.70743	42.15155	2046.160034	3.310939598	13.08154506	3.616841863	0	1	0	0	0	0	0	0	0	0	1	810	142	112	0	0	1	0	0	0	0	0	0	952	30.85449724	591.7371564	2.77212884
H109853	VD							209	-122.27775	42.55974	4119.729981	3.614868752	2.627586207	1.620983099	0	1	0	0	0	1	0	0	0	0	0	1339	123	135	0	1	0	0	0	0	0	1	0	1432	37.84177586	168.6519432	2.226991349
H109861	VD							219	-122.12762	43.85665	2545.280029	3.40573557	3.259893048	1.805517391	0	1	0	0	0	1	0	0	0	0	0	1676	138	157	0	1	0	0	0	0	0	1	0	868	29.46183973	164.4641091	2.216071137
H109862	VD							219	-122.07191	43.8753	18752.59961	4.273061481	2.428685259	1.558423966	0	1	0	0	0	1	0	0	0	0	0	1670	135	155	1	0	0	1	0	0	0	0	0	894	29.89983278	332.5844787	2.521901977
H109863	VD							220	-122.17071	44.153	1186.310059	3.074198213	6.626086957	2.574118676	0	1	0	0	0	1	0	0	0	0	0	1748	155	156	1	0	0	0	0	0	1	0	0	593	24.35159132	228.2213329	2.358356237
H109865	VD							224	-122.19011	44.5191	289.8659973	2.462197273	14.17674419	3.765201746	0	1	0	0	0	1	0	0	0	0	0	2286	138	175	1	0	0	0	0	0	1	0	0	625	25	241.36547	2.38267514
H109866	VD							225	-121.93954	45.26962	3071.959961	3.487415551	3.483428571	1.866394538	0	1	0	0	0	1	0	0	0	0	0	2064	134	174	0	1	0	0	0	0	0	1	0	507	22.5166605	193.0699504	2.285714685
H109867	VD							225	-121.9375	45.27337	21413.30078	4.330683617	1.481409478	1.21713166	0	1	0	0	0	1	0	0	0	0	0	2064	134	174	0	0	1	0	0	0	0	0	0	535	23.13006701	216.7788598	2.336016928
H109884	VD							188	-124.06723	44.26862	1901.75	3.279153425	1.088571429	1.043346265	1	0	0	1	0	0	0	0	0	0	0	2284	163	169	0	1	0	0	0	0	0	1	0	56	7.483314774	47.47157534	1.676433644
H109885	VD							189	-123.90649	44.90697	1119.479981	3.049016332	5.038016529	2.244552634	1	0	0	1	0	0	0	0	0	0	0	2923	160	189	0	1	0	0	0	0	0	1	0	124	11.13552873	168.5651354	2.226767754
H109886	VD							190	-123.6388	45.56287	87.9559021	1.944264987	1.430985915	1.196238235	1	0	0	1	0	0	0	0	0	0	0	3527	147	210	0	1	0	0	0	0	0	1	0	333	18.24828759	13.42047393	1.127767853
H109893	VD							210	-122.72615	43.48689	1690.310059	3.227966376	1.32955289	1.153062396	0	1	0	0	0	1	0	0	0	0	0	1616	162	158	0	0	1	0	0	0	0	0	0	649	25.47547841	54.6624139	1.737688806
H109894	VD							210	-122.72368	43.54734	599.7960205	2.77800358	9.306870229	3.050716347	0	1	0	0	0	1	0	0	0	0	0	1680	159	161	0	0	1	0	0	0	0	0	0	679	26.05762844	227.9320772	2.357805448
H109908	VD							219	-122.54414	43.97354	354.1549988	2.549193376	3.575366569	1.890863974	0	1	0	0	0	1	0	0	0	0	0	1578	166	162	0	0	1	0	0	0	0	0	0	342	18.49324201	67.28484605	1.827917263
H109909	VD							220	-122.01753	44.10788	438.1549988	2.641627771	4.196901893	2.048634153	0	1	0	0	0	1	0	0	0	0	0	1890	147	159	1	0	0	1	0	0	0	0	0	702	26.4952826	87.8501895	1.943742703
H109910	VD							220	-122.00891	44.05882	5302.649902	3.724492955	4.896385542	2.212777789	0	1	0	0	0	1	0	0	0	0	0	1880	139	159	1	0	0	1	0	0	0	0	0	840	28.98275349	356.5513492	2.552122084
H109911	VD							220	-122.0184	44.07177	13749.90039	4.138299552	2.463030303	1.569404442	0	1	0	0	0	1	0	0	0	0	0	1903	137	161	1	0	0	1	0	0	0	0	0	792	28.14249456	288.8148576	2.460619531
H109912	VD							221	-122.00392	44.12679	14193.7002	4.152095628	4.233333333	2.057506582	0	1	0	0	0	1	0	0	0	0	0	1877	152	158	0	1	0	0	0	0	0	1	0	698	26.41968963	504.3479734	2.70273028
H109913	VD							223	-121.9227	44.49514	2023.550049	3.30611395	4.976326531	2.230768148	0	1	0	0	0	1	0	0	0	0	0	2070	118	162	0	0	1	0	0	0	0	0	0	1360	36.87817783	223.8545081	2.349965845
H109915	VD							223	-121.88554	44.73921	2148.23999	3.332082797	3.920257235	1.979963948	0	1	0	0	0	1	0	0	0	0	0	1994	129	162	1	0	0	1	0	0	0	0	0	925	30.41381265	181.7004335	2.259355963
H109917	VD							224	-122.16938	44.95037	3999.340088	3.601988336	1.726912181	1.314120307	0	1	0	0	0	1	0	0	0	0	0	2155	125	175	0	0	1	0	0	0	0	0	0	643	25.35744467	109.2105064	2.038264421
H109926	VD							208	-122.795	42.1021	1477.729981	3.169595084	9.562352941	3.092305441	0	1	0	0	0	0	0	0	0	0	1	1293	114	135	0	0	1	0	0	0	0	0	0	1326	36.41428291	367.5888347	2.565362311
H113024	VD							184	-123.63595	44.16019	74.53289795	1.872348008	1.93370341	1.390576647	1	0	0	1	0	0	0	0	0	0	0	2115	171	165	0	0	0	0	1	0	0	0	0	256	16	16.69413291	1.222563867
H113026	VD							186	-123.94102	43.70169	1954.459961	3.291026778	0.370915729	0.609028512	1	0	0	1	0	0	0	0	0	0	0	1998	170	163	0	0	0	0	1	0	0	0	0	42	6.480740698	16.39791532	1.214788639
H113027	VD							187	-123.93533	43.88555	822.1929932	2.914973771	1.277987421	1.130481057	1	0	0	1	0	0	0	0	0	0	0	2105	167	165	0	0	0	0	1	0	0	0	0	92	9.591663047	36.64489358	1.564013465
H113028	VD							189	-123.69018	45.23553	512.052002	2.709314068	4.482352941	2.117156806	1	0	0	1	0	0	0	0	0	0	0	3365	152	201	0	0	0	0	1	0	0	0	0	312	17.66352173	101.4292196	2.006163084
H113030	VD							190	-123.23761	45.56571	1852.939941	3.267861343	1.517361543	1.2318123	1	0	0	0	1	0	0	0	0	0	0	1555	156	162	0	1	0	0	0	0	0	1	0	123	11.09053651	65.31602465	1.815019744
H113032	VD							193	-124.20182	42.72223	2300.629883	3.361846757	1.6256	1.274990196	1	0	0	1	0	0	0	0	0	0	0	2791	168	168	0	0	0	0	1	0	0	0	0	333	18.24828759	77.9717118	1.891937069
H113045	VD							208	-122.71527	42.14609	129.1430054	2.111070889	5.122689076	2.263335829	0	1	0	0	0	0	0	0	0	0	1	810	142	112	0	0	1	0	0	0	0	0	0	970	31.144823	58.21480425	1.765033441
H113046	VD							208	-122.70743	42.15155	2046.160034	3.310939598	13.08154506	3.616841863	0	1	0	0	0	0	0	0	0	0	1	810	142	112	0	0	1	0	0	0	0	0	0	952	30.85449724	591.7371564	2.77212884
H113047	VD							209	-122.31623	42.63752	2644.889893	3.422407597	10.48452088	3.237980988	0	1	0	0	0	1	0	0	0	0	0	1202	127	129	1	0	0	1	0	0	0	0	0	1253	35.39774004	539.2031087	2.731752387
H113048	VD							209	-122.27775	42.55974	4119.729981	3.614868752	2.627586207	1.620983099	0	1	0	0	0	1	0	0	0	0	0	1339	123	135	0	1	0	0	0	0	0	1	0	1432	37.84177586	168.6519432	2.226991349
